depth (m),age (BP),temperature (degC),Bag (missing),dD (permil)
1189.1,82511.71,-3.04,2163,-408.9
1189.65,82554.43,-4.4,2164,-417.1
1190.2,82598.7,-3.59,2165,-412.2
1190.75,82641.84,-2.01,2166,-402.6
1191.3,82679.6,-3.79,2167,-413.4
1191.85,82721.38,-3.58,2168,-412.1
1192.4,82763.31,-2.77,2169,-407.2
1192.95,82804.43,-3.48,2170,-411.5
1193.5,82846.16,-3.74,2171,-413.1
1194.05,82889.4,-3.73,2172,-413
1194.6,82932.31,-3.14,2173,-409.4
1195.15,82974.44,-3.95,2174,-414.3
1195.7,83016.03,-2.49,2175,-405.5
1196.25,83057.29,-3.52,2176,-411.7
1196.8,83098.01,-2.48,2177,-405.4
1197.35,83137.17,-2.65,2178,-406.4
1197.9,83176.39,-2.76,2179,-407.1
1198.45,83215.91,-2.83,2180,-407.5
1199,83255.28,-2.47,2181,-405.3
1199.55,83294.13,-2.3,2182,-404.3
1200.1,83332.76,-3.68,2183,-412.6
1200.65,83374.83,-3.41,2184,-411
1201.2,83417.36,-3.56,2185,-411.9
1201.75,83460.43,-4.04,2186,-414.8
1202.3,83503.44,-2.84,2187,-407.5
1202.85,83544.89,-4.09,2188,-415.1
1203.4,83589.32,-3.63,2189,-412.3
1203.95,83632.2,-3.37,2190,-410.7
1204.5,83674.68,-3.71,2191,-412.8
1205.05,83716.28,-2.56,2192,-405.8
1205.6,83756.46,-2.51,2193,-405.5
1206.15,83796.14,-4.69,2194,-418.7
1206.7,83842.59,-3.39,2195,-410.8
1207.25,83885.1,-3.93,2196,-414.1
1207.8,83928.76,-3.44,2197,-411.1
1208.35,83970.3,-2.41,2198,-404.9
1208.9,84011.68,-4.08,2199,-415
1209.45,84053.99,-3.36,2200,-410.6
1210,84097.09,-4.17,2201,-415.5
1210.55,84141.94,-3.28,2202,-410.1
1211.1,84184.4,-4.89,2203,-419.9
1211.65,84231.46,-3.81,2204,-413.3
1212.2,84276.48,-4.25,2205,-416
1212.75,84322.04,-4.45,2206,-417.2
1213.3,84367.27,-3.46,2207,-411.2
1213.85,84411.01,-3.58,2208,-411.9
1214.4,84454.52,-4.3,2209,-416.3
1214.95,84499.51,-3.84,2210,-413.5
1215.5,84543.97,-4.07,2211,-414.9
1216.05,84588.88,-3.59,2212,-412
1216.6,84631.81,-3.3,2213,-410.2
1217.15,84674.46,-3.88,2214,-413.7
1217.7,84718.63,-4.32,2215,-416.4
1218.25,84765.08,-5,2216,-420.5
1218.8,84812.61,-4.24,2217,-415.9
1219.35,84858.24,-3.25,2218,-409.9
1219.9,84902.82,-5.35,2219,-422.6
1220.45,84951.34,-4.62,2220,-418.2
1221,84999.28,-4.32,2221,-416.4
1221.55,85045.87,-4.64,2222,-418.3
1222.1,85093.45,-4.87,2223,-419.7
1222.65,85142.02,-4.26,2224,-416
1223.2,85187.62,-2.64,2225,-406.2
1223.75,85229.18,-4.84,2226,-419.5
1224.3,85275.85,-4.67,2227,-418.5
1224.85,85323.7,-4.49,2228,-417.4
1225.4,85371.13,-4.64,2229,-418.3
1225.95,85419.4,-5.23,2230,-421.9
1226.5,85467.76,-4,2231,-414.4
1227.05,85515.35,-5.05,2232,-420.8
1227.6,85563.7,-4.97,2233,-420.3
1228.15,85613.15,-4.99,2234,-420.4
1228.7,85661.99,-4.49,2235,-417.4
1229.25,85710.04,-4.76,2236,-419
1229.8,85758.88,-5.43,2237,-423.1
1230.35,85809.58,-5.33,2238,-422.5
1230.9,85860.64,-5.27,2239,-422.1
1231.45,85911.49,-5.25,2240,-422
1232,85961.51,-4.57,2241,-417.9
1232.55,86010.16,-4.77,2242,-419.1
1233.1,86058.78,-5.02,2243,-420.6
1233.65,86107.56,-4.39,2244,-416.8
1234.2,86156.61,-5.86,2245,-425.7
1234.75,86208.29,-5.23,2246,-421.9
1235.3,86259.86,-5.3,2247,-422.3
1235.85,86310.98,-5.33,2248,-422.5
1236.4,86361.87,-4.98,2249,-420.4
1236.95,86412.92,-5.81,2250,-425.4
1237.5,86465.54,-5.68,2251,-424.6
1238.05,86519.18,-5.99,2252,-426.5
1238.6,86573.83,-6.25,2253,-428.1
1239.15,86629.75,-6.32,2254,-428.5
1239.7,86685.53,-4.75,2255,-419
1240.25,86735.4,-6.09,2256,-427.1
1240.8,86790.24,-5.79,2257,-425.3
1241.35,86844.16,-6.07,2258,-427
1241.9,86898.84,-5.32,2259,-422.5
1242.45,86951.92,-6.53,2260,-429.8
1243,87007.78,-5.67,2261,-424.6
1243.55,87063.12,-6.61,2262,-430.3
1244.1,87120.96,-7.17,2263,-433.7
1244.65,87182.13,-7.6,2264,-436.3
1245.2,87246.05,-7.53,2265,-435.9
1245.75,87309.76,-6.57,2266,-430.1
1246.3,87368.07,-5.49,2267,-423.6
1246.85,87423.1,-6.65,2268,-430.6
1247.4,87480.84,-6.99,2269,-432.7
1247.95,87541.26,-6.46,2270,-429.5
1248.5,87599.33,-6.84,2271,-431.8
1249.05,87657.58,-5.57,2272,-424.1
1249.6,87714.2,-7.44,2273,-435.4
1250.15,87773.63,-5.85,2274,-425.8
1250.7,87830.63,-6.97,2275,-432.6
1251.25,87890.56,-6.52,2276,-429.9
1251.8,87948.52,-6.04,2277,-427
1252.35,88004.3,-5.8,2278,-425.5
1252.9,88058.91,-5.75,2279,-425.2
1253.45,88114.14,-6.59,2280,-430.3
1254,88171.78,-6.52,2281,-429.9
1254.55,88229.79,-5.94,2282,-426.4
1255.1,88285.91,-6.88,2283,-432.1
1255.65,88345.53,-5.81,2284,-425.6
1256.2,88401.2,-6.42,2285,-429.3
1256.75,88459.3,-7.01,2286,-432.9
1257.3,88518.37,-5.69,2287,-424.9
1257.85,88574.45,-6.15,2288,-427.7
1258.4,88630.63,-6.27,2289,-428.4
1258.95,88687.61,-5.69,2290,-424.9
1259.5,88741.86,-5.26,2291,-422.3
1260.05,88794.09,-5.61,2292,-424.4
1260.6,88847.46,-5.1,2293,-421.3
1261.15,88899.35,-5.53,2294,-423.9
1261.7,88952.11,-5.1,2295,-421.3
1262.25,89005.1,-6.44,2296,-429.4
1262.8,89061.89,-6.29,2297,-428.5
1263.35,89118.81,-5.64,2298,-424.6
1263.9,89174.12,-6.09,2299,-427.3
1264.45,89230.18,-6.16,2300,-427.7
1265,89286.44,-4.67,2301,-418.7
1265.55,89336.43,-4.89,2302,-420
1266.1,89386.87,-5.12,2303,-421.4
1266.65,89438.34,-4.84,2304,-419.7
1267.2,89488.66,-5.05,2305,-421
1267.75,89539.94,-5.25,2306,-422.2
1268.3,89592.45,-6.23,2307,-428.1
1268.85,89649.56,-6.11,2308,-427.4
1269.4,89705.06,-4.76,2309,-419.2
1269.95,89756.82,-5.17,2310,-421.7
1270.5,89808.44,-5.22,2311,-422
1271.05,89860.99,-5.52,2312,-423.8
1271.6,89913.45,-4.7,2313,-418.8
1272.15,89963.23,-3.89,2314,-413.9
1272.7,90011.55,-5.01,2315,-420.7
1273.25,90061.99,-5.39,2316,-423
1273.8,90114.85,-5.46,2317,-423.4
1274.35,90168.27,-5.4,2318,-423
1274.9,90221.69,-5.46,2319,-423.4
1275.45,90273.65,-3.98,2320,-414.4
1276,90324.04,-6.37,2321,-428.9
1276.55,90379.63,-5.86,2322,-425.8
1277.1,90435.59,-5.32,2323,-422.5
1277.65,90488.73,-4.91,2324,-420
1278.2,90539.84,-6.77,2325,-431.3
1278.75,90600.48,-6.59,2326,-430.2
1279.3,90660.24,-6.38,2327,-428.9
1279.85,90718.98,-6.21,2328,-427.9
1280.4,90776.7,-5.92,2329,-426.1
1280.95,90833.03,-5.64,2330,-424.4
1281.5,90887.8,-4.88,2331,-419.8
1282.05,90938.97,-5.16,2332,-421.5
1282.6,90991.42,-5.67,2333,-424.6
1283.15,91046.39,-5.71,2334,-424.8
1283.7,91101.14,-5.16,2335,-421.5
1284.25,91155.5,-6.6,2336,-430.2
1284.8,91213.17,-5.76,2337,-425.1
1285.35,91270.36,-6.34,2338,-428.6
1285.9,91328.02,-5.87,2339,-425.8
1286.45,91384.62,-5.82,2340,-425.5
1287,91440.72,-6.73,2341,-431
1287.55,91499.66,-4.22,2342,-415.8
1288.1,91550.4,-4.95,2343,-420.2
1288.65,91601.99,-5.59,2344,-424.1
1289.2,91656.78,-6.04,2345,-426.8
1289.75,91713.76,-6.19,2346,-427.7
1290.3,91770.63,-5.27,2347,-422.1
1290.85,91825.31,-5.68,2348,-424.6
1291.4,91880.25,-5.61,2349,-424.2
1291.95,91935.07,-4.9,2350,-419.9
1292.5,91986.99,-5.3,2351,-422.3
1293.05,92040.4,-5.35,2352,-422.6
1293.6,92094.17,-5.33,2353,-422.5
1294.15,92148.18,-5.76,2354,-425.1
1294.7,92203.96,-5.85,2355,-425.6
1295.25,92260.07,-5.63,2356,-424.3
1295.8,92315.21,-5.27,2357,-422.1
1296.35,92367.78,-4.13,2358,-415.2
1296.9,92418.29,-5.19,2359,-421.6
1297.45,92470.66,-5.63,2360,-424.3
1298,92524.79,-4.87,2361,-419.7
1298.55,92577.31,-5.09,2362,-421
1299.1,92629.06,-4.21,2363,-415.7
1299.65,92679.45,-5.9,2364,-425.9
1300.2,92734.47,-4.69,2365,-418.6
1300.75,92785.87,-4.91,2366,-419.9
1301.3,92837.64,-4.88,2367,-419.7
1301.85,92889.34,-4.8,2368,-419.2
1302.4,92940.72,-5.37,2369,-422.7
1302.95,92995.19,-6.05,2370,-426.8
1303.5,93051.45,-4.6,2371,-418
1304.05,93103.82,-5.32,2372,-422.4
1304.6,93156.98,-5.16,2373,-421.4
1305.15,93210.86,-5.59,2374,-424
1305.7,93264.34,-4.38,2375,-416.7
1306.25,93315.04,-4.23,2376,-415.8
1306.8,93364.4,-4.57,2377,-417.8
1307.35,93414.25,-4.47,2378,-417.2
1307.9,93464.64,-4.78,2379,-419.1
1308.45,93517.03,-5.92,2380,-426
1309,93572.01,-5.05,2381,-420.7
1309.55,93625.57,-4.88,2382,-419.7
1310.1,93676.42,-3.53,2383,-411.5
1310.65,93725.17,-5.54,2384,-423.7
1311.2,93777.86,-4.73,2385,-418.8
1311.75,93829.61,-4.44,2386,-417
1312.3,93879.97,-4.78,2387,-419.1
1312.85,93931.34,-4.85,2388,-419.5
1313.4,93983.11,-4.67,2389,-418.4
1313.95,94034.1,-4.34,2390,-416.4
1314.5,94083.75,-4.39,2391,-416.7
1315.05,94133.33,-4.14,2392,-415.2
1315.6,94182.09,-4.22,2393,-415.7
1316.15,94231.8,-5.61,2394,-424.1
1316.7,94286.36,-3.99,2395,-414.3
1317.25,94335,-4.6,2396,-418
1317.8,94385.83,-5.41,2397,-422.9
1318.35,94440.42,-4.24,2398,-415.8
1318.9,94489.67,-4.93,2399,-420
1319.45,94542.12,-4.95,2400,-420.1
1320,94594.75,-5.05,2401,-420.7
1320.55,94648.56,-6.12,2402,-427.2
1321.1,94705.11,-4.68,2403,-418.5
1321.65,94757.12,-3.94,2404,-414
1322.2,94804.57,-2.73,2405,-406.7
1322.75,94848.69,-3.02,2406,-408.4
1323.3,94892.68,-4.17,2407,-415.4
1323.85,94941.2,-3.41,2408,-410.8
1324.4,94986.93,-3.63,2409,-412.1
1324.95,95033.77,-4.42,2410,-416.9
1325.5,95083.44,-4.14,2411,-415.2
1326.05,95132.43,-4.11,2412,-415
1326.6,95181.6,-4.82,2413,-419.3
1327.15,95233.57,-5.38,2414,-422.7
1327.7,95288.26,-4.94,2415,-420
1328.25,95341.08,-5.03,2416,-420.6
1328.8,95394.45,-5.33,2417,-422.4
1329.35,95448.86,-4.98,2418,-420.3
1329.9,95502.1,-4.92,2419,-419.9
1330.45,95555.35,-5.36,2420,-422.6
1331,95608.96,-4.54,2421,-417.6
1331.55,95661.34,-5.02,2422,-420.5
1332.1,95714.35,-5.26,2423,-422
1332.65,95767.38,-4.22,2424,-415.7
1333.2,95818.85,-4.96,2425,-420.2
1333.75,95871.43,-5.3,2426,-422.2
1334.3,95923.68,-3.23,2427,-409.7
1334.85,95972.27,-4.78,2428,-419.1
1335.4,96023.93,-5.86,2429,-425.6
1335.95,96079.34,-4.14,2430,-415.2
1336.5,96130.17,-4.8,2431,-419.2
1337.05,96181.8,-4.32,2432,-416.3
1337.6,96231.77,-3.73,2433,-412.7
1338.15,96279.99,-4.6,2434,-418
1338.7,96331.2,-5.23,2435,-421.8
1339.25,96385.31,-4.87,2436,-419.6
1339.8,96438.05,-3.69,2437,-412.5
1340.35,96485.79,-5.84,2438,-425.5
1340.9,96543.02,-5.15,2439,-421.3
1341.45,96597.23,-4.73,2440,-418.8
1342,96648.96,-3.82,2441,-413.3
1342.55,96698.75,-5.46,2442,-423.2
1343.1,96752.36,-4.29,2443,-416.1
1343.65,96804.03,-4.8,2444,-419.2
1344.2,96855.49,-4.24,2445,-415.8
1344.75,96906.44,-4.72,2446,-418.7
1345.3,96958.09,-4.7,2447,-418.6
1345.85,97011.4,-5.71,2448,-424.7
1346.4,97064.92,-3.56,2449,-411.7
1346.95,97115.91,-5.11,2450,-421.1
1347.5,97167.23,-4.22,2451,-415.7
1348.05,97218.23,-4.32,2452,-416.3
1348.6,97268.36,-4.22,2453,-415.7
1349.15,97318.54,-4.37,2454,-416.6
1349.7,97368.76,-4.17,2455,-415.4
1350.25,97419.64,-5.05,2456,-420.7
1350.8,97472.44,-4.83,2457,-419.4
1351.35,97524.65,-3.84,2458,-413.4
1351.9,97575.18,-5.46,2459,-423.2
1352.45,97629.36,-4.73,2460,-418.8
1353,97682.42,-4.86,2461,-419.6
1353.55,97735.06,-3.41,2462,-410.8
1354.1,97782.53,-4.2,2463,-415.6
1354.65,97832.45,-4.8,2464,-419.2
1355.2,97885.14,-5.13,2465,-421.2
1355.75,97939.62,-5.03,2466,-420.6
1356.3,97993.61,-4.78,2467,-419.1
1356.85,98045.95,-3.82,2468,-413.3
1357.4,98095.2,-4.46,2469,-417.2
1357.95,98145.99,-4.16,2470,-415.4
1358.5,98196.92,-5.44,2471,-423.1
1359.05,98250.82,-3.68,2472,-412.5
1359.6,98301.64,-5.35,2473,-422.6
1360.15,98355.28,-4.63,2474,-418.2
1360.7,98408.24,-4.59,2475,-418
1361.25,98459.35,-3.73,2476,-412.8
1361.8,98509.38,-4.64,2477,-418.3
1362.35,98559.54,-3.68,2478,-412.5
1362.9,98609.75,-4.82,2479,-419.4
1363.45,98662.33,-5.33,2480,-422.5
1364,98717.48,-5.15,2481,-421.4
1364.55,98772.07,-4.54,2482,-417.7
1365.1,98825.32,-5.3,2483,-422.3
1365.65,98879.88,-4.47,2484,-417.3
1366.2,98932.62,-5.66,2485,-424.5
1366.75,98989.8,-4.32,2486,-416.4
1367.3,99040.95,-4.7,2487,-418.7
1367.85,99093.7,-4.67,2488,-418.5
1368.4,99147.21,-5.87,2489,-425.8
1368.95,99205.23,-5.59,2490,-424.1
1369.5,99262.59,-5.16,2491,-421.5
1370.05,99317.88,-4.71,2492,-418.8
1370.6,99372,-5.28,2493,-422.2
1371.15,99427.17,-5.06,2494,-420.9
1371.7,99481.99,-4.7,2495,-418.7
1372.25,99535.03,-4.2,2496,-415.7
1372.8,99585.96,-5.21,2497,-421.8
1373.35,99641.21,-4.2,2498,-415.7
1373.9,99692.05,-4.17,2499,-415.5
1374.45,99742.69,-4.58,2500,-418
1375,99795.04,-4.53,2501,-417.7
1375.55,99848.13,-5.61,2502,-424.2
1376.1,99903.93,-4.3,2503,-416.3
1376.65,99957.25,-5.03,2504,-420.7
1377.2,100010.47,-4.32,2505,-416.4
1377.75,100062.33,-4.07,2506,-414.9
1378.3,100113.72,-4.88,2507,-419.8
1378.85,100166.27,-4.33,2508,-416.5
1379.4,100217.86,-3.89,2509,-413.8
1379.95,100268.68,-4.75,2510,-419
1380.5,100320.96,-4.48,2511,-417.4
1381.05,100373.78,-4.76,2512,-419.1
1381.6,100426.31,-3.79,2513,-413.2
1382.15,100476.82,-4.67,2514,-418.5
1382.7,100528.82,-4.02,2515,-414.6
1383.25,100579.99,-5,2516,-420.5
1383.8,100634.16,-4.57,2517,-417.9
1384.35,100687.1,-4.45,2518,-417.2
1384.9,100739.34,-4.3,2519,-416.3
1385.45,100790.88,-4.29,2520,-416.2
1386,100842.23,-3.92,2521,-414
1386.55,100892.51,-5.13,2522,-421.3
1387.1,100947.75,-4.92,2523,-420
1387.65,101002.85,-5.16,2524,-421.5
1388.2,101058.33,-4.9,2525,-419.9
1388.75,101112.52,-4.24,2526,-415.9
1389.3,101164.82,-4.37,2527,-416.7
1389.85,101216.02,-3.79,2528,-413.2
1390.4,101265.68,-3.54,2529,-411.7
1390.95,101314.72,-4.04,2530,-414.7
1391.5,101363.11,-2.79,2531,-407.1
1392.05,101410.18,-3.45,2532,-411.1
1392.6,101458.38,-4.51,2533,-417.5
1393.15,101509.27,-3.88,2534,-413.7
1393.7,101560.92,-4.84,2535,-419.5
1394.25,101613.92,-4.47,2536,-417.3
1394.8,101667.35,-4.69,2537,-418.6
1395.35,101720.31,-4.09,2538,-415
1395.9,101772.44,-4.64,2539,-418.3
1396.45,101825.28,-4.34,2540,-416.5
1397,101877.75,-4.34,2541,-416.5
1397.55,101929.93,-4.26,2542,-416
1398.1,101982.19,-5.02,2543,-420.6
1398.65,102037.54,-4.59,2544,-418
1399.2,102091.1,-4.41,2545,-416.9
1399.75,102143.74,-4.24,2546,-415.9
1400.3,102196.11,-4.9,2547,-419.9
1400.85,102252.17,-6.18,2548,-427.6
1401.4,102311.62,-4.74,2549,-418.9
1401.95,102367.9,-4.84,2550,-419.5
1402.5,102423.12,-5.13,2551,-421.3
1403.05,102479.28,-4.87,2552,-419.7
1403.6,102534.71,-4.77,2553,-419.1
1404.15,102589.64,-5.45,2554,-423.2
1404.7,102647.18,-4.32,2555,-416.4
1405.25,102701.69,-5.51,2556,-423.6
1405.8,102759.58,-5.58,2557,-424
1406.35,102818.78,-5.54,2558,-423.8
1406.9,102877.74,-5.24,2559,-422
1407.45,102935.4,-4.8,2560,-419.3
1408,102991,-5.95,2561,-426.3
1408.55,103052.15,-5.74,2562,-425
1409.1,103113.35,-6.22,2563,-427.9
1409.65,103175.19,-5.29,2564,-422.3
1410.2,103234.47,-6.97,2565,-432.5
1410.75,103301.87,-6.74,2566,-431.1
1411.3,103368.19,-6.26,2567,-428.2
1411.85,103432.9,-7.35,2568,-434.8
1412.4,103502.79,-6.98,2569,-432.6
1412.95,103570.94,-6.45,2570,-429.4
1413.5,103636.65,-7.29,2571,-434.5
1414.05,103705.47,-5.83,2572,-425.7
1414.6,103769.62,-6.89,2573,-432.1
1415.15,103836.12,-5.69,2574,-424.9
1415.7,103897.55,-6.25,2575,-428.3
1416.25,103960.65,-5.72,2576,-425.1
1416.8,104022.25,-5.67,2577,-424.8
1417.35,104083.48,-6.78,2578,-431.5
1417.9,104150.07,-6.16,2579,-427.8
1418.45,104212.47,-4.57,2580,-418.2
1419,104270.33,-5.64,2581,-424.7
1419.55,104330.17,-5.94,2582,-426.5
1420.1,104392.41,-5.48,2583,-423.7
1420.65,104452.53,-5.47,2584,-423.7
1421.2,104512.29,-5.29,2585,-422.6
1421.75,104571.97,-5.75,2586,-425.4
1422.3,104632.95,-5.25,2587,-422.4
1422.85,104691.82,-4.59,2588,-418.4
1423.4,104747.61,-4.9,2589,-420.3
1423.95,104804.4,-4.88,2590,-420.2
1424.5,104861.11,-4.64,2591,-418.7
1425.05,104917.66,-5.15,2592,-421.8
1425.6,104975.42,-4.98,2593,-420.8
1426.15,105032.73,-4.02,2594,-415
1426.7,105085.95,-4.85,2595,-420
1427.25,105143.07,-5.49,2596,-423.9
1427.8,105203.51,-5.6,2597,-424.6
1428.35,105263.83,-4.87,2598,-420.2
1428.9,105321.85,-4.79,2599,-419.7
1429.45,105379.05,-5.18,2600,-422.1
1430,105437.81,-4.89,2601,-420.3
1430.55,105495.12,-4.64,2602,-418.8
1431.1,105551.52,-4.75,2603,-419.5
1431.65,105608.38,-4.9,2604,-420.4
1432.2,105666.17,-5.16,2605,-422
1432.75,105725.1,-5.26,2606,-422.6
1433.3,105784.72,-5.13,2607,-421.8
1433.85,105843.87,-5.27,2608,-422.7
1434.4,105902.02,-3.54,2609,-412.2
1434.95,105955.56,-4.48,2610,-417.9
1435.5,106010.62,-4.82,2611,-420
1436.05,106066.94,-4.11,2612,-415.7
1436.6,106122,-4.51,2613,-418.1
1437.15,106177.62,-4.6,2614,-418.7
1437.7,106233.79,-3.94,2615,-414.7
1438.25,106287.17,-3.94,2616,-414.7
1438.8,106340.39,-4.16,2617,-416
1439.35,106394.38,-3.68,2618,-413.1
1439.9,106446.75,-3.94,2619,-414.7
1440.45,106499.35,-3.33,2620,-411
1441,106550.42,-3.59,2621,-412.6
1441.55,106601.29,-3.01,2622,-409.1
1442.1,106651.42,-3.72,2623,-413.4
1442.65,106703.57,-4.15,2624,-416
1443.2,106758.92,-5.17,2625,-422.2
1443.75,106817.56,-4.83,2626,-420.1
1444.3,106876.1,-4.63,2627,-418.9
1444.85,106933.3,-4.03,2628,-415.3
1445.4,106987.75,-4.82,2629,-420.1
1445.95,107045.9,-4.29,2630,-416.9
1446.5,107102.59,-5,2631,-421.2
1447.05,107161.89,-5.32,2632,-423.2
1447.6,107222.79,-5.06,2633,-421.6
1448.15,107283.07,-4.87,2634,-420.5
1448.7,107342.59,-5.83,2635,-426.3
1449.25,107406.15,-5.03,2636,-421.5
1449.8,107467.73,-5.52,2637,-424.5
1450.35,107529.85,-4.91,2638,-420.8
1450.9,107589.96,-5.58,2639,-424.9
1451.45,107653.49,-5.63,2640,-425.2
1452,107717.31,-5.54,2641,-424.7
1452.55,107781.28,-6.25,2642,-429
1453.1,107848.86,-6.23,2643,-428.9
1453.65,107917.02,-6.39,2644,-429.9
1454.2,107985.94,-6.46,2645,-430.4
1454.75,108055.51,-6.38,2646,-429.9
1455.3,108124.94,-6.52,2647,-430.8
1455.85,108195.23,-6.81,2648,-432.6
1456.4,108267.46,-6.89,2649,-433.1
1456.95,108340.46,-7.51,2650,-436.9
1457.5,108416.49,-6.36,2651,-430
1458.05,108487.42,-6.97,2652,-433.7
1458.6,108560.74,-6.53,2653,-431.1
1459.15,108632.37,-6.88,2654,-433.2
1459.7,108705.04,-6.36,2655,-430.1
1460.25,108776.27,-7.19,2656,-435.2
1460.8,108850.75,-6.43,2657,-430.6
1461.35,108922.13,-6.46,2658,-430.8
1461.9,108993.6,-7.74,2659,-438.6
1462.45,109071.79,-6.31,2660,-430
1463,109143.21,-5.81,2661,-427
1463.55,109210.99,-6.25,2662,-429.7
1464.1,109280.35,-6.08,2663,-428.7
1464.65,109348.84,-5.39,2664,-424.6
1465.2,109416.03,-7.04,2665,-434.6
1465.75,109489.7,-5.81,2666,-427.2
1466.3,109557.15,-5.62,2667,-426.1
1466.85,109623.76,-5.58,2668,-425.9
1467.4,109690.1,-5.61,2669,-426.1
1467.95,109756.42,-5.41,2670,-424.9
1468.5,109821.6,-5.01,2671,-422.5
1469.05,109885.32,-6.62,2672,-432.3
1469.6,109957.47,-5.67,2673,-426.6
1470.15,110024.51,-4.25,2674,-418
1470.7,110084.96,-5.35,2675,-424.7
1471.25,110151.15,-6.42,2676,-431.2
1471.8,110221.89,-5.62,2677,-426.4
1472.35,110290.06,-5.58,2678,-426.2
1472.9,110356.04,-4.47,2679,-419.5
1473.45,110418.55,-5.12,2680,-423.5
1474,110482.43,-5.27,2681,-424.4
1474.55,110547.87,-5.26,2682,-424.4
1475.1,110613.82,-5.57,2683,-426.3
1475.65,110681,-5.41,2684,-425.4
1476.2,110747.35,-4.78,2685,-421.6
1476.75,110811.37,-5.29,2686,-424.7
1477.3,110876.5,-4.8,2687,-421.8
1477.85,110940.18,-4.93,2688,-422.6
1478.4,111004.83,-5.45,2689,-425.8
1478.95,111071.29,-5,2690,-423.1
1479.5,111136.48,-4.96,2691,-422.9
1480.05,111200.33,-4.12,2692,-417.8
1480.6,111262.68,-5.73,2693,-427.6
1481.15,111330.42,-5.77,2694,-427.9
1481.7,111399.52,-4.69,2695,-421.4
1482.25,111464.65,-5.41,2696,-425.8
1482.8,111531.57,-5.19,2697,-424.5
1483.35,111597.73,-4.44,2698,-420
1483.9,111661.58,-5.43,2699,-426
1484.45,111728.75,-5.47,2700,-426.3
1485,111797.26,-5.25,2701,-425
1485.55,111864.7,-5.18,2702,-424.6
1486.1,111931.6,-4.83,2703,-422.5
1486.65,111997.09,-5.38,2704,-425.9
1487.2,112065.5,-5.62,2705,-427.4
1487.75,112135.06,-4.48,2706,-420.5
1488.3,112198.58,-4.6,2707,-421.3
1488.85,112263.04,-5.14,2708,-424.6
1489.4,112330.09,-5.63,2709,-427.6
1489.95,112399.56,-4.6,2710,-421.4
1490.5,112464.12,-4.15,2711,-418.7
1491.05,112526.88,-5.07,2712,-424.3
1491.6,112592.34,-4.02,2713,-418
1492.15,112653.52,-3.82,2714,-416.8
1492.7,112714.3,-4.36,2715,-420.1
1493.25,112777.16,-4.77,2716,-422.6
1493.8,112842.52,-4.64,2717,-421.9
1494.35,112907.49,-4.49,2718,-421
1494.9,112971.49,-4.09,2719,-418.6
1495.45,113033.82,-4.1,2720,-418.7
1496,113096.52,-5.08,2721,-424.7
1496.55,113161.87,-3.21,2722,-413.4
1497.1,113221.7,-3.64,2723,-416
1497.65,113281.09,-3.98,2724,-418.1
1498.2,113342.42,-3.53,2725,-415.4
1498.75,113402.59,-4.35,2726,-420.4
1499.3,113466.18,-4.62,2727,-422.1
1499.85,113531.17,-3.73,2728,-416.7
1500.4,113592.12,-3.42,2729,-414.9
1500.95,113652.36,-4.69,2730,-422.6
1501.5,113715.96,-3.26,2731,-414
1502.05,113775.62,-3.06,2732,-412.8
1502.6,113832.83,-2.82,2733,-411.4
1503.15,113888.92,-3.18,2734,-413.6
1503.7,113946.72,-3.03,2735,-412.7
1504.25,114003.81,-2.83,2736,-411.5
1504.8,114060.24,-2.87,2737,-411.8
1505.35,114115.63,-2.01,2738,-406.6
1505.9,114169.93,-3.14,2739,-413.5
1506.45,114226.59,-2.96,2740,-412.4
1507,114283.93,-3.08,2741,-413.2
1507.55,114341.7,-2.55,2742,-410
1508.1,114397.95,-2.02,2743,-406.8
1508.65,114452.09,-3.09,2744,-413.3
1509.2,114509.46,-3.31,2745,-414.7
1509.75,114568.58,-3.27,2746,-414.5
1510.3,114627.45,-2.69,2747,-411
1510.85,114684.11,-2.42,2748,-409.4
1511.4,114740.44,-1.63,2749,-404.6
1511.95,114791.62,-1.84,2750,-405.9
1512.5,114843.84,-2.49,2751,-409.9
1513.05,114899.21,-2.85,2752,-412.1
1513.6,114955.52,-2.17,2753,-408
1514.15,115010.42,-2.45,2754,-409.7
1514.7,115063.61,-0.96,2755,-400.7
1515.25,115115.29,-2.16,2756,-408
1515.8,115168.84,-1.92,2757,-406.6
1516.35,115222.67,-2.18,2758,-408.2
1516.9,115275.7,-1.21,2759,-402.3
1517.45,115327.01,-2.6,2760,-410.8
1518,115382.15,-2.12,2761,-407.9
1518.55,115436.44,-2.36,2762,-409.4
1519.1,115491.7,-2.23,2763,-408.6
1519.65,115546.22,-2.07,2764,-407.7
1520.2,115599.25,-1.62,2765,-405
1520.75,115651.87,-2.28,2766,-409
1521.3,115706.75,-2.6,2767,-411
1521.85,115762.14,-1.63,2768,-405.1
1522.4,115815,-1.42,2769,-403.9
1522.95,115867.57,-2.61,2770,-411.1
1523.5,115922.37,-1.71,2771,-405.7
1524.05,115975.71,-1.63,2772,-405.2
1524.6,116028.55,-2.56,2773,-410.9
1525.15,116084.56,-1.42,2774,-404
1525.7,116136.18,-1.73,2775,-405.9
1526.25,116189.19,-3.03,2776,-413.8
1526.8,116247.53,-1.55,2777,-404.9
1527.35,116300.1,-0.81,2778,-400.4
