TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,variableNameOriginal,units,description,"paleoDataNotes
",climateVariable,climateVariableDetail,seasonality,direction,basis,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
M2Lmp6pxlgjP,BorderBeacon.Lamb.1985,LakeSediment,NA,NA,NA,NA,NA,NA,NA,55.33,-63.2,470,NA,NA,45,7732.7,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/BorderBeacon.Lamb.1985.html
M2L9uawmd4kP,BoundaryLake.Stravers.1981,LakeSediment,NA,NA,NA,NA,NA,NA,NA,55.25,-67.4,525,NA,NA,1825.3,8471.6,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/BoundaryLake.Stravers.1981.html
M2L4wwg6oi5P,BoundaryPond.Mott.1977,LakeSediment,NA,NA,NA,NA,NA,NA,NA,45.57,-70.68,603,NA,NA,0,12784.8,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/BoundaryPond.Mott.1977.html
M2L95isi3hhP,Brandreth.Overpeck.1985,LakeSediment,NA,NA,NA,NA,NA,NA,NA,43.92,-74.68,600,NA,NA,34,12214,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Brandreth.Overpeck.1985.html
M2Lfdiz8dbsP,Buckbean.Baker.1976,LakeSediment,NA,NA,NA,NA,NA,NA,NA,44.3,-110.26,2362,NA,NA,0,13461.5,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Buckbean.Baker.1976.html
M2Lpj47v677P,Burden.Webb.1986,LakeSediment,NA,NA,NA,NA,NA,NA,NA,42.6,-73.57,192,NA,NA,529.3,9736,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Burden.Webb.1986.html
M2L215porczP,Camp11.Brubaker.1975,LakeSediment,NA,NA,NA,NA,NA,NA,NA,46.67,-88.02,549,NA,NA,105,11232,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Camp11.Brubaker.1975.html
PYT17LJ7OZ8,candelabra.Cwynar.1995,LakeSediment,NA,1995,10.7202/033027ar,NA,NA,NA,NA,61.68,-130.65,1040,candelabra,NA,352,12567,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,coldest,NA,NA,NA,Temp12k,TRUE-1,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/candelabra.Cwynar.1995.html
PYT3X9L887H,candelabra.Cwynar.1995,LakeSediment,NA,1995,10.7202/033027ar,NA,NA,NA,NA,61.68,-130.65,1040,candelabra,NA,352,9872,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,warmest+coldest,positive,NA,NA,Temp12k,TRUE-2,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/candelabra.Cwynar.1995.html
M2L4201jbr2P,Caribou.Labelle.1992,LakeSediment,NA,NA,NA,NA,NA,NA,NA,48.2,-64.94,116,NA,NA,74,11025,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Caribou.Labelle.1992.html
M2Lmxwfo4uxP,CaribouHill.Lamb.1985,LakeSediment,NA,NA,NA,NA,NA,NA,NA,55.67,-63.25,475,NA,NA,46,6871,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/CaribouHill.Lamb.1985.html
M2Lyvstpj8pP,Carp.Whitlock.1985,LakeSediment,NA,NA,NA,NA,NA,NA,NA,45.92,-120.88,714,NA,NA,0,34668.7,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Carp.Whitlock.1985.html
M2Lvhsqfd0bP,CascadeFen.Maher.1963,LakeSediment,NA,1963,10.1130/0016-7606(1963)74,"Marsicek, Jeremiah ; Shuman, Bryan N. ; Bartlein, Patrick J. ; Shafer, Sarah L. ; Brewer, Simon",1963,10.1038/nature25464,NA,37.48,-107.8,2690,Cascade Fen,WNA,0.7,6482.5,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/CascadeFen.Maher.1963.html
M2Lb1ru7x97P,Castor.Larouche.NA,LakeSediment,missing,NA,NA,NA,NA,NA,NA,46.61,-73,220,NA,NA,136,10900,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Castor.Larouche.NA.html
M2L3xrg5ldnP,Chatsworth.King.1981,LakeSediment,NA,NA,NA,NA,NA,NA,NA,40.68,-88.32,219,NA,NA,800,13260,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Chatsworth.King.1981.html
LPD33b45b88,Chatsworth.Shuman.2016,Peat,"Shuman, Bryan N. ; Marsicek, Jeremiah",2016,10.1016/j.quascirev.2016.03.009,"King, James E.",2016,10.2307/2937306,NA,40.68,-88.34,230,Chatsworth,unassigned,800,11000,pollen,NA,MTWM,NA,degC,NA,"50-yr binned (Shuman and Marsicek, 2016)",T,air@surface,Summer,positive,NA,NA,Temp12k,TRUE,NA,"50-yr binned (Shuman and Marsicek, 2016)",http://lipdverse.org/globalHolocene/0_23_0/Chatsworth.Shuman.2016.html
M2Lqdmk4tkkP,Chippewa.Bailey.1981,LakeSediment,NA,NA,NA,NA,NA,NA,NA,43.12,-83.24,270,NA,NA,1188,11262,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Chippewa.Bailey.1981.html
PYTNKAW5ZDO,chuna.Jones.2005,LakeSediment,NA,2005,10.1191/0959683605hl793rr,NA,NA,NA,NA,67.95,32.48,475.3,chuna,NA,0,8818.77,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,7,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/chuna.Jones.2005.html
M2La3lgwa79P,ClearLake_Indiana.Bailey.1972,LakeSediment,NA,NA,NA,NA,NA,NA,NA,41.64,-86.54,244,NA,NA,21.8,16560,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/ClearLake_Indiana.Bailey.1972.html
M2L8muhrctrP,ClearLake_Iowa.Baker.1992,LakeSediment,NA,NA,NA,NA,NA,NA,NA,43.13,-93.43,374,NA,NA,-29,11922,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/ClearLake_Iowa.Baker.1992.html
M2Lbtzi9joeP,ClearPond_SCarolina.Hussey.1993,LakeSediment,NA,NA,NA,NA,NA,NA,NA,33.8,-78.95,10,NA,NA,101,21010,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/ClearPond_SCarolina.Hussey.1993.html
M2L2tmpebx4P,Clearwater.Mott.1973,LakeSediment,NA,NA,NA,NA,NA,NA,NA,50.87,-107.93,686,NA,NA,-3,7321,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Clearwater.Mott.1973.html
M2L511e6mjbP,Coghill.King.1986,LakeSediment,NA,NA,NA,NA,NA,NA,NA,-66.77,53.9,530,NA,NA,-31,6146,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Coghill.King.1986.html
M2Lgzt7piv0P,Colo.Baker.1990,LakeSediment,NA,NA,NA,NA,NA,NA,NA,42.02,-93.27,329,NA,NA,13,13200,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Colo.Baker.1990.html
M2Lfqrx9sloP,Compass.Macpherson.1986,LakeSediment,NA,NA,NA,NA,NA,NA,NA,50.03,-56.2,236,NA,NA,-11,11427,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Compass.Macpherson.1986.html
M2L4attyxxdP,Copley.Fall.1997,LakeSediment,NA,NA,NA,NA,NA,NA,NA,38.87,-107.08,3250,NA,NA,-27,20060,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Copley.Fall.1997.html
M2Lo0iw64l3P,CoppermineSaddleback.Nichols.1975,LakeSediment,NA,NA,NA,NA,NA,NA,NA,67.83,-115.32,43,NA,NA,0,4104.4,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/CoppermineSaddleback.Nichols.1975.html
M2Lwg7wsrd5P,CottonwoodLake.Grimm.1987,LakeSediment,NA,NA,NA,NA,NA,NA,NA,44.84,-99.91,549,NA,NA,-155,13141,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/CottonwoodLake.Grimm.1987.html
M2L8nwh67cmP,CottonwoodPassPond.Fall.1997,LakeSediment,NA,NA,NA,NA,NA,NA,NA,38.83,-106.41,3670,NA,NA,-28,9437,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/CottonwoodPassPond.Fall.1997.html
M2Loy7jz53zP,Cranberry.McAndrews.NA,LakeSediment,missing,NA,NA,NA,NA,NA,NA,44.1,-78.1,170,NA,NA,-26,13550,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Cranberry.McAndrews.NA.html
M2L1rl513o2P,Crates.Liu.NA,LakeSediment,missing,NA,NA,NA,NA,NA,NA,49.18,-81.27,259,NA,NA,16,9771,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Crates.Liu.NA.html
M2Lof5fq3xkP,Crowfoot.Reasoner.1996,LakeSediment,NA,NA,NA,NA,NA,NA,NA,51.65,-116.42,1940,NA,NA,-12.3,14159.3,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Crowfoot.Reasoner.1996.html
M2L97t2ehd2P,Crowsnest.Anderson.NA,LakeSediment,missing,NA,NA,NA,NA,NA,NA,68.33,-146.48,881,NA,NA,141.2,13211.6,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Crowsnest.Anderson.NA.html
M2L4l9l090dP,Cub.Rasmussen.1982,LakeSediment,NA,NA,NA,NA,NA,NA,NA,44.7,-84.96,360,NA,NA,23,8763,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Cub.Rasmussen.1982.html
M2Lyng28hdiP,Cummins.McAndrews.1984,LakeSediment,NA,NA,NA,NA,NA,NA,NA,48.41,-89.35,229,NA,NA,5265,10449.9,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Cummins.McAndrews.1984.html
PYTPSOT4O3M,dalene.Eide.2009,LakeSediment,NA,2009,10.5194/cp-5-523-2009,NA,NA,NA,NA,58.25,8,40,dalene,NA,-56.87,8940.4,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,7,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/dalene.Eide.2009.html
PYT7CTPU3HQ,dalmutladdo.Bjune.2004,LakeSediment,NA,2004,10.1080/03009480410001244,NA,NA,NA,NA,69.17,20.72,355,dalmutladdo,NA,0,9924,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,JUL+JAN,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/dalmutladdo.Bjune.2004.html
M2Lqsgb2az4P,DavisLake.Whitlock.1981,LakeSediment,"Barnosky, Cathy W.",1981,10.1016/0033-5894(81)90046-6,"Marsicek, Jeremiah ; Shuman, Bryan N. ; Bartlein, Patrick J. ; Shafer, Sarah L. ; Brewer, Simon",1981,10.1038/nature25464,NA,46.59,-122.25,282,Davis Lake,WNA,-11.2,29309.5,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/DavisLake.Whitlock.1981.html
M2Lhd1b9ejrP,Decoy.Szeicz.1991,LakeSediment,NA,NA,NA,NA,NA,NA,NA,43.23,-80.37,260,NA,NA,42,13569,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Decoy.Szeicz.1991.html
LPDaf84af37,Deep.Shuman.2016,LakeSediment,"Shuman, Bryan N. ; Marsicek, Jeremiah",2016,10.1016/j.quascirev.2016.03.009,"Marsicek, Jeremiah P. ; Shuman, Bryan ; Brewer, Simon ; Foster, David R. ; Oswald, W. Wyatt",2016,10.1016/j.quascirev.2013.09.001,NA,41.6243,-70.5778,10,Deep Lake,unassigned,0,11000,pollen,NA,temperature,MTWA,degC,MTWA,NA,T,NA,MTWA,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Deep.Shuman.2016.html
M2LfdkrvgyhP,Delorme1.Bouchard.1982,LakeSediment,NA,NA,NA,NA,NA,NA,NA,54.42,-69.92,513,NA,NA,372,6017,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Delorme1.Bouchard.1982.html
M2LqxikmeduP,Delorme2.Bouchard.1982,LakeSediment,NA,NA,NA,NA,NA,NA,NA,54.42,-69.93,538,NA,NA,423,7100,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Delorme2.Bouchard.1982.html
M2Lvlvf54mwP,Demont.Kapp.NA,LakeSediment,missing,NA,NA,NA,NA,NA,NA,43.48,-85,248,NA,NA,13,13282,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Demont.Kapp.NA.html
M2Lmcalxjr0P,Devils.Maher.1982,LakeSediment,NA,NA,NA,NA,NA,NA,NA,43.42,-89.73,294,NA,NA,7,14735,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Devils.Maher.1982.html
LPD6e4ccc39,DevilsLake.Shuman.2016,LakeSediment,"Shuman, Bryan N. ; Marsicek, Jeremiah",2016,10.1016/j.quascirev.2016.03.009,"Baker, Richard G. ; Maher, Louis J. ; Chumbley, Craig A. ; Van Zant, Kent L.",2016,10.1016/0033-5894(92)90074-S,NA,43.42,-89.73,293,Devils Lake,unassigned,50,11000,pollen,NA,MTWM,NA,degC,NA,"50-yr binned (Shuman and Marsicek, 2016)",T,NA,Summer,positive,NA,NA,Temp12k,TRUE,NA,"50-yr binned (Shuman and Marsicek, 2016)",http://lipdverse.org/globalHolocene/0_23_0/DevilsLake.Shuman.2016.html
M2Lp7ovi4zuP,DevonIslandGlacier.McAndrews.1984,LakeSediment,NA,NA,NA,NA,NA,NA,NA,75.35,-82.5,1800,NA,NA,-23,41756,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/DevonIslandGlacier.McAndrews.1984.html
PYTQGF9UT2H,Dolgoe.Wolfe.2000,LakeSediment,NA,2000,10.1006/qres.2000.2124,NA,NA,NA,NA,71.8667,127.0667,NA,Dolgoe,NA,50.7,14108.5,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,7,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Dolgoe.Wolfe.2000.html
M2Lhauzlyt3P,Duck.Winkler.1985,LakeSediment,NA,NA,NA,NA,NA,NA,NA,41.93,-70,2,NA,NA,11,13541,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Duck.Winkler.1985.html
M2L4110p1qwP,E_Lake.Ritchie.1976,LakeSediment,NA,NA,NA,NA,NA,NA,NA,50.69,-99.66,735,NA,NA,-18,12890,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/E_Lake.Ritchie.1976.html
M2Lm26b7sy6P,EagleLake.Lamb.1980,LakeSediment,NA,NA,NA,NA,NA,NA,NA,53.23,-58.55,400,NA,NA,26,12300,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/EagleLake.Lamb.1980.html
M2Lxjt7yz0lP,EaglenestLake.Vance.1986,LakeSediment,NA,NA,NA,NA,NA,NA,NA,57.77,-112.1,725,NA,NA,401,11821,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/EaglenestLake.Vance.1986.html
M2L2tmxysy9P,EastBalticBog.Anderson.1980,LakeSediment,NA,NA,NA,NA,NA,NA,NA,46.41,-62.15,45,NA,NA,-20,9374,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/EastBalticBog.Anderson.1980.html
M2Lm8jxg50yP,Eldora.Maher.1969,LakeSediment,NA,1963,NA,"Marsicek, Jeremiah ; Shuman, Bryan N. ; Bartlein, Patrick J. ; Shafer, Sarah L. ; Brewer, Simon",1963,10.1038/nature25464,NA,39.94,-105.58,2848,Eldora Fen,WNA,9,8639.9,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Eldora.Maher.1969.html
M2L846r0l61P,Ennadai_1972Site.Nichols.1975,LakeSediment,NA,NA,NA,NA,NA,NA,NA,61.24,-100.95,325,NA,NA,636.2,5392.4,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Ennadai_1972Site.Nichols.1975.html
M2Lzhv3nfyiP,Ennadai.Nichols.1967,LakeSediment,NA,NA,NA,NA,NA,NA,NA,61.17,-100.92,168,NA,NA,588.3,6616.5,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Ennadai.Nichols.1967.html
M2Luyrjjlf0P,Ferndale.Albert.1981,LakeSediment,NA,NA,NA,NA,NA,NA,NA,34.41,-95.81,263,Ferndale,WNA,0,7362,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Ferndale.Albert.1981.html
M2Lta965ifsP,FiddlersPond.White.1982,LakeSediment,NA,NA,NA,NA,NA,NA,NA,56.25,-121.42,630,NA,NA,-18,7945,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/FiddlersPond.White.1982.html
PYTU1B5B43Z,Flarken.Seppa.2005,LakeSediment,NA,2005,10.1007/s00382-005-0024-5,NA,NA,NA,NA,58.55,13.67,108,Flarken,NA,-49.623,8981.785,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,ANN,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Flarken.Seppa.2005.html
M2Lrevuh2m7P,FloatingIsland.Baker.1976,LakeSediment,NA,NA,NA,NA,NA,NA,NA,44.55,-107.47,2609,NA,NA,0,10745,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/FloatingIsland.Baker.1976.html
PYTSP55UOX3,flotatjonn.Seppa.2009,LakeSediment,NA,2009,10.5194/cp-5-523-2009,NA,NA,NA,NA,59.6667,7.55,890,flotatjonn,NA,-43.5,9020.71,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,7,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/flotatjonn.Seppa.2009.html
M2LxwlndmzqP,ForestPond1.Lynch.1998,LakeSediment,NA,NA,NA,NA,NA,NA,NA,43.47,-109.94,2797,NA,NA,-40,9655,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/ForestPond1.Lynch.1998.html
M2L9cq2topxP,ForestPond2.Lynch.1998,LakeSediment,NA,NA,NA,NA,NA,NA,NA,43.44,-109.95,2766,NA,NA,0,9640,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/ForestPond2.Lynch.1998.html
M2Lwqkpbtu7P,Furnival.McAndrews.NA,LakeSediment,missing,NA,NA,NA,NA,NA,NA,48.21,-84.93,440,NA,NA,-28,8340,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Furnival.McAndrews.NA.html
PYT6ATFLR1S,Gammelheimvatnet.Seppa.2009,LakeSediment,Seppa,2009,10.5194/cp-5-523-2009,NA,NA,NA,NA,68.4667,17.75,290,Gammelheimvatnet,NA,-42.16,8968.1,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,7,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Gammelheimvatnet.Seppa.2009.html
M2Lgupr25mjP,Gass.Webb.1983,LakeSediment,NA,NA,NA,NA,NA,NA,NA,44.05,-87.73,211,NA,NA,1,13753,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Gass.Webb.1983.html
PYT6LCMKNSQ,Gilltjarnen.Antonsson.2006,LakeSediment,NA,2006,10.1002/jqs.1004,NA,NA,NA,NA,60.08,15.83,172,Gilltjarnen,NA,0,8954.761,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,ANN,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Gilltjarnen.Antonsson.2006.html
PYTVPO5NXEA,gloppsjon.Seppa.2009,LakeSediment,NA,2009,10.5194/cp-5-523-2009,NA,NA,NA,NA,59.83,16.53,198,gloppsjon,NA,0,8971.748,pollen,NA,temperature,NA,degC,NA,NA,T,air@surface,ANN,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/gloppsjon.Seppa.2009.html
M2Lxbc1e0kaP,Gould.Jacobson.1992,LakeSediment,NA,NA,NA,NA,NA,NA,NA,44.98,-69.32,89,NA,NA,-66,14478,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Gould.Jacobson.1992.html
M2LrfsovzqmP,Graham.Fuller.1997,LakeSediment,NA,NA,NA,NA,NA,NA,NA,45.18,-77.35,381,NA,NA,1,11611,pollen,NA,temperature,temperatureAnnual,degC,NA,NA,T,air@surface,NA,NA,NA,MAT,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Graham.Fuller.1997.html
GHb9285123,GrahamLake.Shuman.2016,LakeSediment,"Shuman, Bryan N. ; Marsicek, Jeremiah",2016,10.1016/j.quascirev.2016.03.009,"Fuller, Janice L.",2016,10.1890/0012-9658(1998)079[2337:EIOTMH]2.0.CO;2,NA,45.1902,-77.357,377,GrahamLake,unassigned,0,11000,pollen,NA,MTWM,NA,degC,NA,"50-yr binned (Shuman and Marsicek, 2016)",T,air@surface,Summer,positive,NA,NA,Temp12k,TRUE,NA,"50-yr binned (Shuman and Marsicek, 2016)",http://lipdverse.org/globalHolocene/0_23_0/GrahamLake.Shuman.2016.html
