TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,units,paleoDataNotes,climateVariable,climateVariableDetail,seasonality,direction,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
LPD6493a31exxx,GeoB9526-5.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,12.435,-18.0567,-3223,GeoB9526-5,unassigned,1360,59980,,,FeProp,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9526-5.Collins.2013.html
LPD77171425xxx,GeoB9526-5.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,12.435,-18.0567,-3223,GeoB9526-5,unassigned,1360,59980,mineral,,dust,percent,,M,monsoon,Summer,negative,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9526-5.Collins.2013.html
LPD5eec1767xxx,GeoB9526-5.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,12.435,-18.0567,-3223,GeoB9526-5,unassigned,1360,59980,,,UncertaintyDust0x5B0x250x5D0x28Plus0x29,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9526-5.Collins.2013.html
LPDf41c0fcfxxx,GeoB9526-5.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,12.435,-18.0567,-3223,GeoB9526-5,unassigned,1360,59980,,,UncertaintyDust0x5B0x250x5D0x28Minus0x29,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9526-5.Collins.2013.html
GH841720f7,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,,,AlProp,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
LPDbd995ac1,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,,,SiProp,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
LPD6375b741,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,,,KProp,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
GHfb0ab973,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,,,CaProp,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
GHc36ed659,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,,,TiProp,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
GHee95d7e0,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,,,FeProp,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
GH7b353567,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,mineral,,dust,percent,,M,monsoon,,negative,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
GH074442fe,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,,,UncertaintyDust0x5B0x250x5D0x28Plus0x29,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
GHcb26305a,GeoB9528-3.Collins.2013,MarineSediment,"Collins, J. A. ; Govin, A. ; Mulitza, S. ; Heslop, D. ; Zabel, M. ; Hartmann, J. ; Roehl, U. ; Wefer, G.",2013,10.5194/cp-9-1181-2013,,,,,9.166,-17.6635,-3057,GeoB9528-3,unassigned,2210,59910,,,UncertaintyDust0x5B0x250x5D0x28Minus0x29,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GeoB9528-3.Collins.2013.html
LPD736982dd,GEOFAR_KF16_MgCa.Repschlager.2016,MarineSediment,"Schwab, C. ; Kinkel, H. ; Weinelt, M. ; Repschlaeger, J.",2012,10.1029/2012PA002281,,,,https://doi.org/10.1594/PANGAEA.824858,37.999,-31.1283,-3050,GEOFAR_KF22,unassigned,524,11258,,,Mg/Ca,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GEOFAR_KF16_MgCa.Repschlager.2016.html
LPD52d54dc4,GEOFAR_KF16_MgCa.Repschlager.2016,MarineSediment,"Schwab, C. ; Kinkel, H. ; Weinelt, M. ; Repschlaeger, J.",2012,10.1029/2012PA002281,,,,https://doi.org/10.1594/PANGAEA.824858,37.999,-31.1283,-3050,GEOFAR_KF22,unassigned,524,11258,Mg/Ca,,temperature,degC,"Sea surface temperature [   C] (SST) * PI: Repschl    ger, Janne (https://orcid.org/0000-0002-6885-2280, J.Repschlaeger@mpic.de) * COMMENT: derived from Mg/Ca G. ruber w., calibration after Cleroux et al. (2008)",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/GEOFAR_KF16_MgCa.Repschlager.2016.html
LPDe2dd7212,GEOFAR_KF16_MgCa.Repschlager.2016,MarineSediment,"Schwab, C. ; Kinkel, H. ; Weinelt, M. ; Repschlaeger, J.",2012,10.1029/2012PA002281,,,,https://doi.org/10.1594/PANGAEA.824858,37.999,-31.1283,-3050,GEOFAR_KF22,unassigned,524,11258,,,d18O_PDB,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GEOFAR_KF16_MgCa.Repschlager.2016.html
LPDb88e3273,GEOFAR_KF16_MgCa.Repschlager.2016,MarineSediment,"Schwab, C. ; Kinkel, H. ; Weinelt, M. ; Repschlaeger, J.",2012,10.1029/2012PA002281,,,,https://doi.org/10.1594/PANGAEA.824858,37.999,-31.1283,-3050,GEOFAR_KF22,unassigned,524,11258,,,d18O_SMOW,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GEOFAR_KF16_MgCa.Repschlager.2016.html
LPD44226fdb,GEOFAR_KF16_MgCa.Repschlager.2016,MarineSediment,"Schwab, C. ; Kinkel, H. ; Weinelt, M. ; Repschlaeger, J.",2012,10.1029/2012PA002281,,,,https://doi.org/10.1594/PANGAEA.824858,37.999,-31.1283,-3050,GEOFAR_KF22,unassigned,524,11258,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GEOFAR_KF16_MgCa.Repschlager.2016.html
LPD9440cbc5,GEOFAR_KF16_MgCa.Repschlager.2016,MarineSediment,"Schwab, C. ; Kinkel, H. ; Weinelt, M. ; Repschlaeger, J.",2012,10.1029/2012PA002281,,,,https://doi.org/10.1594/PANGAEA.824858,37.999,-31.1283,-3050,GEOFAR_KF22,unassigned,524,11258,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GEOFAR_KF16_MgCa.Repschlager.2016.html
LPDc82d344d,GEOFAR_KF16_MgCa.Repschlager.2016,MarineSediment,"Schwab, C. ; Kinkel, H. ; Weinelt, M. ; Repschlaeger, J.",2012,10.1029/2012PA002281,,,,https://doi.org/10.1594/PANGAEA.824858,37.999,-31.1283,-3050,GEOFAR_KF22,unassigned,524,11258,,,temperature,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GEOFAR_KF16_MgCa.Repschlager.2016.html
PYT5MM3IOKT,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,52,6660,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYT0ZB7WHKL,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,52,6660,,,temperature,degC,,T,SBT,ANN,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYTU87CJ8I6,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,275,6660,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYTX9J4H9KP,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,275,6660,,,SBT,degC,,T,SBT,ANN,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYT25EF3AP3,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,69,6583,,,Sea_Ice_months,months/year,,ice,sea@surface,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYTLU4EW21I,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,415.43,6511.9,,,temperature,degC,,T,sea@surface,Summer,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYTWP0AC2XZ,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,415.43,6511.9,,,salinity,psu,,S,SSS,Summer,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYT4DJUFWUA,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,415.43,6511.9,dinocyst,,Sea_Ice_months,months/year,,ICE,sea@surface,ANN,positive,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYTX7JOGE9T,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,415.43,6511.9,dinocyst,,Sea_Ice_conc,0-10,,ICE,sea@surface,ANN,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYTK7V865MD,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,415.43,6511.9,,,productivity,gcm2,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
PYT6D3JR7SB,GGC19.Farmer.2011,MarineSediment,"Farmer, Jesse R. ; Cronin, Thomas M. ; de Vernal, Anne ; Dwyer, Gary S. ; Keigwin, Lloyd D. ; Thunell, Robert C.",2011,10.1029/2011GL049714,,,,,72.16,-155.51,-369,GGC19,,415.43,6511.9,dinocyst,,temperature,degC,,T,sea@surface,winter+summer,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/GGC19.Farmer.2011.html
LPD384a1c52,Ghirla.Wirth.2013,LakeSediment,"Wirth, Stefanie B. ; Glur, Lukas ; Gilli, Adrian ; Anselmetti, Flavio S.",2013,10.1016/j.quascirev.2013.09.002,,,,,45.9,8.8169,415,Ghirla,unassigned,-10,10049,stratigraphy,,floods,envents/100yrs,,M,floods,Autumn,positive,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Ghirla.Wirth.2013.html
LPD76e57382,Ghirla.Wirth.2016,LakeSediment,"Wirth, Stefanie B. ; Sessions, Alex L.",2016,10.1016/j.quascirev.2016.07.020,,,,https://doi.org/10.1594/PANGAEA.864869,45.9166,8.8225,415,,unassigned,-54,12902,,,dD,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ghirla.Wirth.2016.html
LPD8b59dec3,Ghirla.Wirth.2016,LakeSediment,"Wirth, Stefanie B. ; Sessions, Alex L.",2016,10.1016/j.quascirev.2016.07.020,,,,https://doi.org/10.1594/PANGAEA.864869,45.9166,8.8225,415,,unassigned,-54,12902,,,dD,sd,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ghirla.Wirth.2016.html
LPD9b09f13e,Ghirla.Wirth.2016,LakeSediment,"Wirth, Stefanie B. ; Sessions, Alex L.",2016,10.1016/j.quascirev.2016.07.020,,,,https://doi.org/10.1594/PANGAEA.864869,45.9166,8.8225,415,,unassigned,-54,12902,,,n-C28,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ghirla.Wirth.2016.html
LPD35a37878,Ghirla.Wirth.2016,LakeSediment,"Wirth, Stefanie B. ; Sessions, Alex L.",2016,10.1016/j.quascirev.2016.07.020,,,,https://doi.org/10.1594/PANGAEA.864869,45.9166,8.8225,415,,unassigned,-54,12902,,,TOC,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ghirla.Wirth.2016.html
LPD31e25c27,Ghirla.Wirth.2016,LakeSediment,"Wirth, Stefanie B. ; Sessions, Alex L.",2016,10.1016/j.quascirev.2016.07.020,,,,https://doi.org/10.1594/PANGAEA.864869,45.9166,8.8225,415,,unassigned,-54,12902,,,CT,HU,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ghirla.Wirth.2016.html
LPDdf743a22,Ghirla.Wirth.2016,LakeSediment,"Wirth, Stefanie B. ; Sessions, Alex L.",2016,10.1016/j.quascirev.2016.07.020,,,,https://doi.org/10.1594/PANGAEA.864869,45.9166,8.8225,415,,unassigned,-54,12902,,,lithology,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ghirla.Wirth.2016.html
RgxpnletBkn,GIK17049_6,MarineSediment,,,10.2312/reports-sfb313.1996.61,,,10.2312/reports-ifg.2001.13,,55.26,-26.725,-3331,GIK17049_6,,Inf,-Inf,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17049_6.html
RkuQ7kHG9Qx,GIK17049_6,MarineSediment,,,10.2312/reports-sfb313.1996.61,,,10.2312/reports-ifg.2001.13,,55.26,-26.725,-3331,GIK17049_6,,Inf,-Inf,,planktic foraminifera calcite,planktic.d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17049_6.html
RhBsOoUqQbg,GIK17049_6,MarineSediment,,,10.2312/reports-sfb313.1996.61,,,10.2312/reports-ifg.2001.13,,55.26,-26.725,-3331,GIK17049_6,,Inf,-Inf,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17049_6.html
RwzgwZzUOLF,GIK17049_6,MarineSediment,,,10.2312/reports-sfb313.1996.61,,,10.2312/reports-ifg.2001.13,,55.26,-26.725,-3331,GIK17049_6,,Inf,-Inf,,benthic foraminifera calcite,d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17049_6.html
RITxjOtxYIi,GIK17049_6,MarineSediment,,,10.2312/reports-sfb313.1996.61,,,10.2312/reports-ifg.2001.13,,55.26,-26.725,-3331,GIK17049_6,,Inf,-Inf,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17049_6.html
RKwwAzTNLHQ,GIK17049_6,MarineSediment,,,10.2312/reports-sfb313.1996.61,,,10.2312/reports-ifg.2001.13,,55.26,-26.725,-3331,GIK17049_6,,Inf,-Inf,,planktic foraminifera calcite,planktic.d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17049_6.html
R8mE09ZI0yh,GIK17049_6,MarineSediment,,,10.2312/reports-sfb313.1996.61,,,10.2312/reports-ifg.2001.13,,55.26,-26.725,-3331,GIK17049_6,,Inf,-Inf,foraminifera,planktic foraminifera assemblage,temperature,degC,"calculated after SIMMAX 950 (Pflaumann et al., 1996)",T,sea@surface,Winter,positive,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/GIK17049_6.html
R7ZUzj3iGgG,GIK17049_6,MarineSediment,,,10.2312/reports-sfb313.1996.61,,,10.2312/reports-ifg.2001.13,,55.26,-26.725,-3331,GIK17049_6,,Inf,-Inf,foraminifera,planktic foraminifera assemblage,temperature,degC,"calculated after SIMMAX 950 (Pflaumann et al., 1996)",T,sea@surface,Summer,positive,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/GIK17049_6.html
RjpQ1r40oqw,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,bulk sediment,TOC,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
RR9D1ETZL3e,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,bulk sediment,CaCO3,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
RmK0PazBsA1,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
R16jY64Vqnz,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,benthic foraminifera calcite,d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
Ro03jWPC8Y6,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
RCjXArpeCGj,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,benthic foraminifera calcite,d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
Rm5KwPljTfh,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,benthic foraminifera calcite,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
Rj8FAQKXwjX,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,benthic foraminifera calcite,d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
R8bDSWAPKZv,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,benthic foraminifera calcite,d18O,permil,merged for age modelling,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
Rk2KnhNAFpX,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
Rj6tVqmZ48g,GIK17940_2,MarineSediment,"Wang, L ; Sarnthein, M ; Erlenkeuser, H ; Grimalt, J ; Grootes, P ; Heilig, S ; Ivanova, E ; Kienast, M ; Pelejero, C ; Pflaumann, U",1999,10.1016/S0025-3227(98)00182-0,"Pelejero, Carles ; Grimalt, Joan O. ; Heilig, Stephanie ; Kienast, Markus ; Wang, Luejiang",1999,10.1029/1998PA900015,,20.1167,117.3833,-1727,GIK17940_2,,Inf,-Inf,,planktic foraminifera calcite,planktic.d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/GIK17940_2.html
